TICKER	FECHA	APERTURA	MAXIMO	MINIMO	ULTIMO	VOLUMEN
I IB	20/11/1997	6621.5498	6777.25	6621.5498	6766.4102	119043
I IB	21/11/1997	6767.23	6832.8901	6767.23	6825.7002	122736
I IB	24/11/1997	6759.5698	6759.5698	6657.6802	6670.25	48147
I IB	25/11/1997	6672.0698	6767.8198	6672.0698	6741.27	49890
I IB	26/11/1997	6814.0898	6885.4102	6814.0898	6856.3501	87081
I IB	27/11/1997	6856.3501	6939.7202	6843.4702	6919.6001	57969
I IB	28/11/1997	6919.6001	6953.5	6861.23	6932.1001	64041
I IB	01/12/1997	6990.0098	7141	6990.0098	7135.9702	78913
I IB	02/12/1997	7135.9702	7161.6802	7088.3901	7136.5498	88218
I IB	03/12/1997	7136.5498	7137.96	7066.4902	7092.4902	76390
I IB	04/12/1997	7123.02	7217.2002	7123.02	7188.02	64505
I IB	05/12/1997	7188.02	7215.6802	7087.4702	7197.02	62535
I IB	09/12/1997	7197.02	7274.48	7171.8301	7254.3999	103819
I IB	10/12/1997	7244.1201	7244.1201	7128.2202	7158.5	80117
I IB	11/12/1997	7044.6602	7044.6602	6967.4702	7003.2002	93962
I IB	12/12/1997	7009.8901	7102.2798	7009.8901	7059.6899	70256
I IB	15/12/1997	7089.6099	7157.1099	7089.6099	7109.48	57014
I IB	16/12/1997	7192.48	7259.9199	7192.48	7250.9199	95104
I IB	17/12/1997	7250.9199	7297.8901	7221.1602	7243.4399	77246
I IB	18/12/1997	7243.4399	7263.6299	7205.5098	7224.25	110799
I IB	19/12/1997	7100.73	7100.73	7019.8398	7045.71	122018
I IB	22/12/1997	7045.71	7100.52	6974.02	7062.5801	91732
I IB	23/12/1997	7062.5801	7115.3398	7035.3701	7070.1499	140069
I IB	26/12/1997	7052.2798	7052.2798	7026.02	7049.75	82313
I IB	29/12/1997	7078.3701	7281.7402	7078.3701	7277.4199	102163
I IB	30/12/1997	7287.4302	7362.0498	7287.4302	7335.0601	78720
I IB	31/12/1997	7335.0601	7374.5801	7255.1699	7255.3999	112173
I IB	02/01/1998	7318.9199	7451.3701	7318.9199	7451.3701	79584
I IB	05/01/1998	7451.3701	7604.9502	7450.3101	7591.7998	134249
I IB	07/01/1998	7591.7998	7621.27	7491.9102	7549	90000
I IB	08/01/1998	7549	7619.8999	7449.9302	7482.2402	125214
I IB	09/01/1998	7480.54	7480.54	7405.8501	7455.2598	129510
I IB	12/01/1998	7392.54	7392.54	7235.2402	7390.54	117581
I IB	13/01/1998	7453.5898	7517.98	7453.5898	7492.21	121096
I IB	14/01/1998	7526.4399	7598.75	7526.4399	7550.6299	111796
I IB	15/01/1998	7550.6299	7581.1499	7512.3799	7578.27	78834
I IB	16/01/1998	7627.5298	7736.7202	7627.5298	7723.8999	263258
I IB	19/01/1998	7723.8999	7800.79	7712.4502	7732.4199	96227
I IB	20/01/1998	7732.4199	7844.0801	7680.8501	7807.1401	162804
I IB	21/01/1998	7807.1401	7840.4902	7740.7798	7812.1401	142448
I IB	22/01/1998	7812.1401	7840.6699	7698.6299	7839.2798	117313
I IB	23/01/1998	7839.2798	7895.4199	7734.8398	7749.0601	114639
I IB	26/01/1998	7751.5698	7855.6802	7751.5698	7854	96298
I IB	27/01/1998	7854	7930.1201	7852.4302	7924.6001	129947
I IB	28/01/1998	7933.3301	8000.4502	7933.3301	7953.6299	157646
I IB	29/01/1998	7953.6299	7979.96	7903.7402	7940.3701	141855
I IB	30/01/1998	7940.3701	7965.1401	7900.2798	7958.9902	140095
I IB	02/02/1998	8030.2202	8105.9199	8030.2202	8096.7202	151068
I IB	03/02/1998	8096.7202	8108.5098	8035.46	8104.1499	137150
I IB	04/02/1998	8104.1499	8170.1099	8055.1401	8166.46	163643
I IB	05/02/1998	8166.46	8243.6904	8090.2798	8109.8599	190255
I IB	06/02/1998	8109.8599	8186.77	8073.1602	8182.4902	125978
I IB	09/02/1998	8182.4902	8220.5098	8024.3101	8048.5098	123633
I IB	10/02/1998	8048.5098	8103.8301	8003.46	8084.8501	121906
I IB	11/02/1998	8099.5298	8171.2202	8099.5298	8155.6899	143779
I IB	12/02/1998	8155.6899	8183.9199	8037.9502	8062.6001	118312
I IB	13/02/1998	8062.6001	8133.3701	8032.96	8113.3501	136697
I IB	16/02/1998	8113.3501	8149.8398	8070.96	8144.8198	100629
I IB	17/02/1998	8163.4199	8287.1904	8163.4199	8283.7197	195075
I IB	18/02/1998	8283.7197	8342.6104	8256.2305	8324.6602	148882
I IB	19/02/1998	8326.8604	8406.0498	8326.8604	8358.0098	142410
I IB	20/02/1998	8366.2598	8588.8799	8366.2598	8516.7803	226062
I IB	23/02/1998	8516.7803	8593.3799	8497.7803	8511.25	163939
I IB	24/02/1998	8511.25	8645.96	8450.1396	8641.3896	165587
I IB	25/02/1998	8678.1797	8825.6104	8678.1797	8818.5303	185252
I IB	26/02/1998	8818.5303	8875.7695	8767.1299	8783.2197	172687
I IB	27/02/1998	8823.0996	8903.5596	8823.0996	8900.0898	177244
I IB	02/03/1998	8923.3096	9156.29	8923.3096	9112.5703	185340
I IB	03/03/1998	9112.5703	9148.2197	9034.2002	9132.1104	165170
I IB	04/03/1998	9132.1104	9217.7998	8887.3096	8929.9297	205474
I IB	05/03/1998	8929.9297	8958.4902	8779.3301	8958.29	136508
I IB	06/03/1998	8978.1699	9227.96	8978.1699	9227.3301	164988
I IB	09/03/1998	9227.3301	9344.7002	9157.54	9269.5303	181348
I IB	10/03/1998	9269.5303	9295.29	9212.1396	9261.7695	174631
I IB	11/03/1998	9261.7695	9288.4004	9168.2998	9262.0996	201359
I IB	12/03/1998	9262.0996	9449.9004	9246.0996	9347.9004	240313
I IB	13/03/1998	9411.2998	9502.2002	9411.2998	9450.5	202138
I IB	16/03/1998	9450.5	9529.4004	9400.5	9448.7998	159521
I IB	17/03/1998	9505.4004	9568.0996	9505.4004	9521.2002	144223
I IB	18/03/1998	9521.2002	9534.2998	9426	9503	180951
I IB	20/03/1998	9591.7002	9845.2998	9591.7002	9797.0996	265391
I IB	23/03/1998	9804.9004	9941.2002	9804.9004	9940.5996	190950
I IB	24/03/1998	9940.5996	10105.0996	9898.7998	10093.9004	235103
I IB	25/03/1998	10161.7002	10407.7998	10161.7002	10303	285674
I IB	26/03/1998	10303	10321.2002	10110.7998	10171	163463
I IB	27/03/1998	10210.5	10335.7002	10210.5	10242.9004	196016
I IB	30/03/1998	10242.9004	10305.2002	10080.2002	10225.7002	167011
I IB	31/03/1998	10225.7002	10301.4004	10143.9004	10209.0996	176809
I IB	01/04/1998	10209.0996	10357.7998	10141.0996	10352.2998	201447
I IB	02/04/1998	10352.2998	10422.2002	10288.5996	10414.9004	197951
I IB	03/04/1998	10476.7998	10624.7998	10476.7998	10572.2998	249077
I IB	06/04/1998	10572.2998	10875.4004	10551.5	10814.0996	272945
I IB	07/04/1998	10814.0996	10949.7998	10631.9004	10690	182873
I IB	08/04/1998	10634.5996	10634.5996	10455.9004	10534.7002	159952
I IB	14/04/1998	10534.7002	10782	10429.4004	10509.5996	209130
I IB	15/04/1998	10509.5996	10563.2998	10307.5996	10339.5996	166164
I IB	16/04/1998	10339.5996	10353.2002	10200.5996	10323.5996	148558
I IB	17/04/1998	10323.5996	10415.7002	10211.7998	10410.2002	192671
I IB	20/04/1998	10463.5996	10592.5996	10463.5996	10482.7002	182580
I IB	21/04/1998	10464.2002	10464.2002	10381.5996	10429.4004	168150
I IB	22/04/1998	10429.4004	10489.5996	10270.9004	10291.7998	170594
I IB	23/04/1998	10289.2002	10289.2002	9888.2002	9966.5996	186735
I IB	24/04/1998	9959.2998	9959.2998	9716.2998	9888.2998	181564
I IB	27/04/1998	9861.7998	9861.7998	9503.2998	9549.5996	147429
I IB	28/04/1998	9619.9004	9918.7002	9619.9004	9904	183713
I IB	29/04/1998	9904	9911.5	9629.2002	9678	158290
I IB	30/04/1998	9682.7002	10090.5996	9682.7002	10025.5996	183898
I IB	04/05/1998	10163.2002	10267.7998	10163.2002	10259.7998	133137
I IB	05/05/1998	10233.7998	10233.7998	9973.5	10001.5	131193
I IB	06/05/1998	10001.5	10061.7998	9822.9004	9963	160879
I IB	07/05/1998	9912.2002	9912.2002	9716.7998	9741.0996	169557
I IB	08/05/1998	9741.0996	9901	9590.7998	9762.4004	118898
I IB	11/05/1998	9803.5	9994	9803.5	9993.5996	105152
I IB	12/05/1998	9922.7002	9922.7002	9809.5996	9839.2998	116020
I IB	13/05/1998	9839.2998	9903.9004	9720.9004	9768.2998	129098
I IB	14/05/1998	9768.2998	9857.7998	9612.7998	9854.9004	157753
I IB	15/05/1998	9854.9004	9938.4004	9806.0996	9836.9004	166896
I IB	18/05/1998	9836.9004	9849.9004	9655.5996	9795.2002	126353
I IB	19/05/1998	9795.2002	9972.7998	9748.7002	9969	135299
I IB	20/05/1998	9998.9004	10157.7998	9998.9004	10100.4004	174026
I IB	21/05/1998	10100.4004	10222.5996	10066.2002	10089	128806
I IB	22/05/1998	10089	10196.2002	10041.5996	10153.7002	130400
I IB	25/05/1998	10181.7998	10401.9004	10181.7998	10391.5996	141782
I IB	26/05/1998	10391.5996	10527.7002	10325.2002	10378	175090
I IB	27/05/1998	10166.4004	10166.4004	9961.5996	9993	159312
I IB	28/05/1998	9993	10146.7002	9878.9004	10059.9004	151238
I IB	29/05/1998	10059.9004	10179.5996	9987.2002	10005.7002	137983
I IB	02/06/1998	10005.7002	10097.7002	9914.7002	10079.5	129272
I IB	03/06/1998	10089	10165.0996	10089	10116.2002	116000
I IB	04/06/1998	10116.2002	10168.5996	10035.2002	10098.7998	117866
I IB	05/06/1998	10166	10309.2002	10166	10265.5996	131367
I IB	08/06/1998	10265.5996	10402.7002	10244.7998	10280.2998	161466
I IB	09/06/1998	10280.2998	10315.4004	10004.2998	10051.5	246822
I IB	10/06/1998	10051.5	10122	9953.7002	10120.9004	152957
I IB	11/06/1998	10120.9004	10122.7998	9943.2998	9953.7002	135440
I IB	12/06/1998	9943.9004	9943.9004	9733.2998	9748.0996	137738
I IB	15/06/1998	9733.0996	9733.0996	9465.7998	9593.2998	165588
I IB	16/06/1998	9593.2998	9694.0996	9534.2998	9684.9004	143518
I IB	17/06/1998	9783.5	9905.2002	9783.5	9900.7998	140174
I IB	18/06/1998	9900.7998	9994.4004	9731.9004	9761	147175
I IB	19/06/1998	9761	9897.7002	9677	9765.7002	171337
I IB	22/06/1998	9762.5	9762.5	9618.7998	9722.4004	123751
I IB	23/06/1998	9764	9874	9669	9874	105296
I IB	24/06/1998	9848	9949	9819	9902	179690
I IB	25/06/1998	9982	10149	9972	10136	181370
I IB	26/06/1998	10106	10135	10060	10110	111668
I IB	29/06/1998	10136	10274	10136	10243	159000
I IB	30/06/1998	10228	10231	10079	10146	208000
I IB	01/07/1998	10214	10348	10181	10342	171000
I IB	02/07/1998	10413	10452	10345	10394	186000
I IB	03/07/1998	10413	10543	10402	10543	152000
I IB	06/07/1998	10534	10652	10485	10642	130000
I IB	07/07/1998	10688	10708	10615	10643	172000
I IB	08/07/1998	10640	10720	10620	10720	126000
I IB	09/07/1998	10712	10821	10583	10635	160000
I IB	10/07/1998	10544	10684	10531	10637	88000
I IB	13/07/1998	10611	10746	10608	10729	90000
I IB	14/07/1998	10768	10849	10746	10792	145000
I IB	15/07/1998	10862	10881	10646	10704	154000
I IB	16/07/1998	10751	10810	10691	10766	136000
I IB	17/07/1998	10823	10974	10773	10952	183000
I IB	20/07/1998	10986	10990	10868	10893	138000
I IB	21/07/1998	10870	10899	10737	10758	175000
I IB	22/07/1998	10752	10752	10553	10561	134000
I IB	23/07/1998	10564	10670	10544	10615	110000
I IB	24/07/1998	10537	10662	10480	10559	106000
I IB	27/07/1998	10496	10607	10356	10361	91247
I IB	28/07/1998	10509	10520	10296	10340	102605
I IB	29/07/1998	10288	10469	10270	10410	128548
I IB	30/07/1998	10482	10570	10425	10569	138016
I IB	31/07/1998	10632	10639	10458	10494	154706
I IB	03/08/1998	10402	10438	10340	10411	73055
I IB	04/08/1998	10454	10569	10403	10495	94800
I IB	05/08/1998	10256	10348	10210	10289	111171
I IB	06/08/1998	10331	10344	10044	10115	106222
I IB	07/08/1998	10161	10220	10094	10218	95632
I IB	10/08/1998	10199	10199	10037	10040	90167
I IB	11/08/1998	9930	9941	9615	9709	182656
I IB	12/08/1998	9880	9935	9766	9887	128703
I IB	13/08/1998	9770	9979	9701	9848	129622
I IB	14/08/1998	9960	10001	9883	9920	119533
I IB	17/08/1998	9762	9962	9722	9911	69729
I IB	18/08/1998	10060	10122	10017	10113	128550
I IB	19/08/1998	10204	10213	10120	10205	120636
I IB	20/08/1998	10200	10237	9962	9963	110039
I IB	21/08/1998	9802	9835	9231	9417	224808
I IB	24/08/1998	9455	9507	9093	9262	172386
I IB	25/08/1998	9420	9528	9397	9453	124651
I IB	26/08/1998	9401	9405	9018	9113	167830
I IB	27/08/1998	8901	8924	8558	8580	224830
I IB	28/08/1998	8026	8743	7870	8383	245575
I IB	31/08/1998	8617	8621	8214	8265	146090
I IB	01/09/1998	8068	8306	7938	8239	0
I IB	02/09/1998	8542	8621	8465	8549	0
I IB	03/09/1998	8402	8517	8221	8380	0
I IB	04/09/1998	8380	8484	8280	8337	0
I IB	07/09/1998	8552	8552	8368	8453	415700
I IB	08/09/1998	8450	8735	8446	8710	533468
I IB	09/09/1998	8676	8707	8493	8505	572146
I IB	10/09/1998	8402	8402	7739	7904	876036
I IB	11/09/1998	7773	7863	7457	7708	841308
I IB	14/09/1998	7988	8003	7824	7900	570005
I IB	15/09/1998	7888	7889	7611	7833	505290
I IB	16/09/1998	8054	8099	7995	8034	457898
I IB	17/09/1998	7864	7907	7578	7671	590351
I IB	18/09/1998	7598	7660	7417	7629	653840
I IB	21/09/1998	7457	7472	7091	7211	454023
I IB	22/09/1998	7450	7601	7376	7518	592635
I IB	23/09/1998	7740	8018	7694	8008	623778
I IB	24/09/1998	8168	8358	7862	7885	707416
I IB	25/09/1998	7617	7975	7565	7969	555204
I IB	28/09/1998	8105	8227	7884	8062	461174
I IB	29/09/1998	7976	8115	7934	8066	550558
I IB	30/09/1998	7962	8015	7636	7676	517639
I IB	01/10/1998	7420	7428	7124	7133	763039
I IB	02/10/1998	7097	7361	6870	7157	787370
I IB	05/10/1998	7172	7452	7076	7146	571175
I IB	06/10/1998	7389	7573	7344	7567	573250
I IB	07/10/1998	7668	7688	7366	7405	448975
I IB	08/10/1998	7303	7405	7026	7195	530576
I IB	09/10/1998	7330	7494	7271	7381	473587
I IB	13/10/1998	7601	7758	7562	7716	595421
I IB	14/10/1998	7740	7983	7622	7956	484018
I IB	15/10/1998	8040	8098	7881	8060	472260
I IB	16/10/1998	8329	8477	8206	8455	860925
I IB	19/10/1998	8356	8519	8326	8473	372958
I IB	20/10/1998	8515	8662	8420	8654	603586
I IB	21/10/1998	8607	8608	8430	8494	430098
I IB	22/10/1998	8544	8621	8244	8254	420732
I IB	23/10/1998	8306	8454	8264	8410	417340
I IB	26/10/1998	8499	8565	8437	8468	301815
I IB	27/10/1998	8519	8775	8513	8717	499177
I IB	28/10/1998	8552	8558	8423	8534	334787
I IB	29/10/1998	8503	8694	8476	8541	688226
I IB	30/10/1998	8706	8814	8661	8800	499399
I IB	02/11/1998	8933	9056	8928	9016	369802
I IB	03/11/1998	8958	9184	8909	8943	562105
I IB	04/11/1998	9094	9166	9037	9131	503209
I IB	05/11/1998	9120	9150	9028	9109	390135
I IB	06/11/1998	9228	9289	9198	9204	477132
I IB	09/11/1998	9281	9311	9070	9095	266786
I IB	10/11/1998	9032	9066	8874	8934	309280
I IB	11/11/1998	9023	9061	8912	8941	287476
I IB	12/11/1998	8841	8993	8789	8992	385412
I IB	13/11/1998	9026	9050	8805	8842	328052
I IB	16/11/1998	8946	9059	8934	9057	286211
I IB	17/11/1998	9021	9044	8944	8984	280878
I IB	18/11/1998	9042	9069	8898	8972	389689
I IB	19/11/1998	9031	9290	9028	9241	465724
I IB	20/11/1998	9321	9463	9320	9432	537887
I IB	23/11/1998	9503	9575	9388	9442	473779
I IB	24/11/1998	9567	9615	9409	9479	474241
I IB	25/11/1998	9478	9516	9424	9515	329231
I IB	26/11/1998	9593	9768	9580	9759	455232
I IB	27/11/1998	9713	9893	9672	9877	462302
I IB	30/11/1998	9793	9982	9611	9646	515908
I IB	01/12/1998	9468	9469	9237	9340	502652
I IB	02/12/1998	9482	9485	9208	9230	404430
I IB	03/12/1998	9142	9471	9003	9330	618759
I IB	04/12/1998	9196	9473	9138	9382	439477
I IB	07/12/1998	9432	9559	9409	9454	293225
I IB	09/12/1998	9407	9612	9361	9596	429008
I IB	10/12/1998	9504	9665	9459	9468	446716
I IB	11/12/1998	9283	9344	9177	9236	471693
I IB	14/12/1998	9153	9304	9131	9260	428057
I IB	15/12/1998	9303	9318	9206	9272	364744
I IB	16/12/1998	9376	9398	9329	9362	386119
I IB	17/12/1998	9240	9424	9240	9323	435930
I IB	18/12/1998	9315	9427	9260	9352	439324
I IB	21/12/1998	9416	9645	9369	9603	398427
I IB	22/12/1998	9652	9704	9596	9680	381250
I IB	23/12/1998	9690	9875	9680	9867	519378
I IB	28/12/1998	9884	10021	9883	9954	512239
I IB	29/12/1998	9904	10038	9898	9941	399681
I IB	30/12/1998	10010	10055	9822	9837	594708
I IB	04/01/1999	9973	10475.7998	9971.2998	10447.7998	669012
I IB	05/01/1999	10465.4004	10680.5996	10350.5	10650.7002	680844
I IB	07/01/1999	10909	10920.0996	10384.0996	10443.4004	870416
I IB	08/01/1999	10524.5	10591.7002	10320.2998	10412.2998	566809
I IB	11/01/1999	10493.9004	10566.7998	10248.5996	10248.5996	420214
I IB	12/01/1999	10198.2002	10374.9004	9984.2998	10010.5	596898
I IB	13/01/1999	9739.5996	9801.7998	9060.5996	9321.7002	1095165
I IB	14/01/1999	9357	9496.2002	9144.9004	9304.2002	733368
I IB	15/01/1999	9219	9621	8905.5996	9596.2998	824517
I IB	18/01/1999	10052.5	10085	9801.5996	10071.5	717858
I IB	19/01/1999	10015.0996	10135.9004	9815	9971.7002	623075
I IB	20/01/1999	10127.4004	10230.2998	10000.5996	10090.0996	554071
I IB	21/01/1999	10052.5996	10081.9004	9870	9920.7998	469550
I IB	22/01/1999	9709.5996	9709.7002	9451.5	9612	579461
I IB	25/01/1999	9467.9004	9700.5	9364.2002	9665.5996	523765
I IB	26/01/1999	9783.2002	9790.9004	9435.7002	9589.5996	464647
I IB	27/01/1999	9737	9747.5	9596.5	9609.5	374727
I IB	28/01/1999	9546.9004	9865.2002	9496.7998	9832.2002	382177
I IB	29/01/1999	9958.0996	10014.2998	9759.5996	9878.7998	526362
I IB	01/02/1999	9955.0996	10140.2002	9941.5996	9998.2002	512250
I IB	02/02/1999	9949.9004	9964.2002	9819.5996	9943.5996	377555
I IB	03/02/1999	9870.0996	10064.7998	9870.0996	9944.2002	400306
I IB	04/02/1999	10059.2998	10091.4004	9831.7998	9855.4004	462275
I IB	05/02/1999	9765.7002	9917.7002	9761.5996	9809.2998	363777
I IB	08/02/1999	9789	9813	9636.0996	9648.7998	371312
I IB	09/02/1999	9710.5	9734.4004	9474.4004	9500	562172
I IB	10/02/1999	9484.7002	9667.7998	9363.7002	9656.7002	438757
I IB	11/02/1999	9640.2002	9708.5	9607	9690.5	320406
I IB	12/02/1999	9773.5996	9914.9004	9643.9004	9739.4004	604030
I IB	15/02/1999	9682.7002	9903.2998	9666	9901.0996	336600
I IB	16/02/1999	9950.7002	9987.5996	9779.7002	9799.2998	424945
I IB	17/02/1999	9752.2998	9832.4004	9681.7998	9797.9004	340365
I IB	18/02/1999	9817.2002	9850	9635.2998	9758.7002	443967
I IB	19/02/1999	9783.0996	9862.2998	9743	9840.9004	388407
I IB	22/02/1999	9941.7002	9989.9004	9828	9945.2002	386209
I IB	23/02/1999	10040.7998	10149.5	10016.4004	10133.7998	566491
I IB	24/02/1999	10067.4004	10275.2998	10062.2002	10224.5996	673357
I IB	25/02/1999	10044.9004	10142.5996	10035.0996	10052.0996	423228
I IB	26/02/1999	10020.5	10050.2002	9935.2002	9997.2998	400672
I IB	01/03/1999	10003.9004	10016.2002	9810.0996	9838.9004	406910
I IB	02/03/1999	9878.2002	9880.9004	9738.2998	9823	396426
I IB	03/03/1999	9792.9004	9905.0996	9682.5	9707.5996	414918
I IB	04/03/1999	9773	9857.2998	9694.0996	9834.2998	401506
I IB	05/03/1999	9933.0996	10042.2002	9874.2998	10005	407424
I IB	08/03/1999	10023	10023.7002	9851.2002	9861.4004	320977
I IB	09/03/1999	9935.5996	10040.0996	9819.2002	9915.2998	567573
I IB	10/03/1999	9957.0996	9981.0996	9872.5996	9940.0996	378054
I IB	11/03/1999	9978.0996	10195.7002	9977.7998	10191.5996	513530
I IB	12/03/1999	10272.7002	10276.2002	10075.7998	10094.7002	557277
I IB	15/03/1999	10134.5996	10167.5996	10063.0996	10121	306473
I IB	16/03/1999	10172.5996	10250.2002	10159	10213.9004	489399
I IB	17/03/1999	10104.4004	10199.2998	10075	10119.0996	327961
I IB	18/03/1999	10063.2998	10065.7002	9958.9004	10039.7002	0
I IB	19/03/1999	10174.9004	10188.4004	10059.5	10073.7002	0
I IB	22/03/1999	10026.5	10027.0996	9925.9004	9955.0996	453925
I IB	23/03/1999	10026.5	10027.0996	9728.4004	9728.4004	391635
I IB	24/03/1999	9594.7002	9733.7998	9588.7998	9720.7002	371930
I IB	25/03/1999	9729.0996	9871.0996	9700.7998	9868.2998	509530
I IB	26/03/1999	9876.2002	9906.0996	9614.5996	9659.0996	369960
I IB	29/03/1999	9678.7002	9756.7002	9640.7998	9748.0996	317861
I IB	30/03/1999	9820.2002	9831.9004	9656.2998	9677	311228
I IB	31/03/1999	9666.7002	9780.9004	9666.7002	9740.7002	365876
I IB	06/04/1999	9852.2002	10016.5996	9826.9004	10011.2998	519359
I IB	07/04/1999	9976.5	10062.0996	9939.5	10027.7002	367189
I IB	08/04/1999	10070.9004	10123.2998	9991.7998	10100.5996	447030
I IB	09/04/1999	10211.7998	10239.0996	10009.5	10101.9004	640649
I IB	12/04/1999	10082.5996	10096.9004	9964.7998	10039.2002	400440
I IB	13/04/1999	10125.2002	10189.5	10082.7998	10120.7998	554357
I IB	14/04/1999	10075.2002	10118.9004	9990.0996	10080.4004	394085
I IB	15/04/1999	10083.9004	10093.9004	9962.2998	10000	462500
I IB	16/04/1999	9991.9004	10060.5	9722.7998	9777.2998	774708
I IB	19/04/1999	9845.2002	9863.4004	9684.4004	9851.7002	429345
I IB	20/04/1999	9790.2998	9790.2998	9605.2998	9662	454091
I IB	21/04/1999	9675.5996	9784.9004	9673.2002	9771.0996	477307
I IB	22/04/1999	9872	9895.7998	9744.0996	9794.7998	530066
I IB	23/04/1999	9830.4004	9946.4004	9775.2998	9901.5996	387751
I IB	26/04/1999	9946.7002	9962	9853.7002	9907.2002	308677
I IB	27/04/1999	9920.9004	10076.9004	9885.7998	10069.9004	421276
I IB	28/04/1999	10086	10091	9937	10010.4004	348164
I IB	29/04/1999	9952.2002	10031.2998	9907.7002	10007.5996	305399
I IB	30/04/1999	10012.4004	10054.5996	9930.2998	9975.4004	365115
I IB	03/05/1999	9972	10091.0996	9911.2998	10090.7998	414350
I IB	04/05/1999	10168.2998	10191.2002	9998.2002	10019.2002	473176
I IB	05/05/1999	9982.7998	10063.7998	9960.9004	10012.0996	426271
I IB	06/05/1999	10097.5	10128.7002	10031.4004	10073	372399
I IB	07/05/1999	10072.7002	10207.2002	10004.0996	10155	574182
I IB	10/05/1999	10187	10188.2002	10031.4004	10172.7002	355064
I IB	11/05/1999	10179.5996	10222.5996	10122.5996	10167.0996	326875
I IB	12/05/1999	10131.2002	10215.2998	10049.7998	10184.7002	338652
I IB	13/05/1999	10168.2998	10320.2002	10139.7998	10275	319608
I IB	14/05/1999	10289.2002	10416.2998	10136	10167.2002	573654
I IB	17/05/1999	10081.0996	10104.7002	9957.0996	9966.0996	405332
I IB	18/05/1999	10087.5	10087.5	9913.7998	9984.7998	351403
I IB	19/05/1999	9992.4004	10177.7002	9984.9004	10174.4004	447447
I IB	20/05/1999	10197.0996	10226	10126.2998	10151.2002	331405
I IB	21/05/1999	10130.4004	10225.7998	10122.7002	10213.7002	796692
I IB	24/05/1999	10230.0996	10288.2002	10155.2002	10170.4004	245998
I IB	25/05/1999	10040.7998	10146.5	10039	10141	378002
I IB	26/05/1999	10143.7002	10143.7002	10047.4004	10097.7002	350962
I IB	27/05/1999	10131.5	10167.2998	9968.7002	9990.9004	391300
I IB	28/05/1999	9966.5996	10033.5	9932.0996	10030.5996	317624
I IB	31/05/1999	10064.5	10097.0996	9951.4004	10072.2998	180248
I IB	01/06/1999	10029.7002	10141.4004	9994	10056.9004	320587
I IB	02/06/1999	10051.2998	10095.5996	9981.4004	10068.7998	386051
I IB	03/06/1999	10108.0996	10231.7002	10103.9004	10221.5	443898
I IB	04/06/1999	10231.7998	10245.7002	10115.0996	10244.7002	343055
I IB	07/06/1999	10246.5	10300.7002	10215.9004	10280.2002	298131
I IB	08/06/1999	10292.5	10294.4004	10213	10221.7998	313065
I IB	09/06/1999	10201.4004	10286.2002	10199.0996	10242.7998	305230
I IB	10/06/1999	10233.0996	10253.0996	10077.2998	10096.2002	362360
I IB	11/06/1999	10157	10197.2998	10083.9004	10195.2998	522192
I IB	14/06/1999	10168.5	10172.9004	10070.2998	10100	338968
I IB	15/06/1999	10085.0996	10191	10072	10179.7002	448440
I IB	16/06/1999	10166.9004	10238.2002	10090	10190.7998	360029
I IB	17/06/1999	0	10264	10169.7002	10195	402531
I IB	18/06/1999	0	10343.0996	10227.0996	10337.5	430804
I IB	21/06/1999	0	10430.2002	10340.7998	10382.7002	320540
I IB	22/06/1999	10344.4004	10390.7998	10324.9004	10387.7002	725983
I IB	23/06/1999	0	10381.5	10314.4004	10380.7002	394393
I IB	24/06/1999	10388.2002	10484.4004	10310	10333.5996	408250
I IB	25/06/1999	10288.7998	10359.9004	10262.0996	10290.2998	325438
I IB	28/06/1999	0	10300.5	10219.0996	10291.0996	334942
I IB	29/06/1999	10276.0996	10316.7002	10239.0996	10299.5996	319937
I IB	30/06/1999	10324.0996	10351.5996	10211.0996	10218.5996	681821
I IB	01/07/1999	10314.5996	10398.9004	10290	10370.5	560288
I IB	02/07/1999	10370.5	10404.2002	10313.4004	10402.2998	467891
I IB	05/07/1999	10462	10555.5996	10445.4004	10555.5996	384133
I IB	06/07/1999	10510.7998	10510.9004	10417.2998	10474.4004	460232
I IB	07/07/1999	10419.2998	10442.2002	10372.7002	10402.7998	646700
I IB	08/07/1999	10399.7002	10434.2002	10292.2002	10311.2998	0
I IB	09/07/1999	10293.2002	10351.9004	10283	10333.2002	475612
I IB	12/07/1999	10333.2002	10343.4004	10292.5	10311.9004	492077
I IB	13/07/1999	10251.9004	10265.5	10071.9004	10119	504273
I IB	14/07/1999	10119.5996	10141.0996	9997.5996	10009.2998	420852
I IB	15/07/1999	10027	10163	10025.2998	10134.5996	359724
I IB	16/07/1999	10162.7998	10171.2998	10089.2002	10119.2002	677057
I IB	19/07/1999	10106.9004	10216	10106.9004	10190.9004	369946
I IB	20/07/1999	10181.5	10195	10005.9004	10057.9004	484598
I IB	21/07/1999	9979.2002	10021	9933.5996	9999.7998	362959
I IB	22/07/1999	9991.7998	10002.5996	9812.9004	9896.0996	441394
I IB	23/07/1999	9859.4004	9859.9004	9744.5	9771.5996	396176
I IB	26/07/1999	9762	9780.9004	9509.5	9684.9004	476293
I IB	27/07/1999	9725	9725.0996	9546.5	9583.4004	492355
I IB	28/07/1999	9652.2002	9657.2998	9529.0996	9571.5	519745
I IB	29/07/1999	9544.5996	9544.5996	9234.2002	9292.5996	632277
